last_name,first_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Higgins,Brian,1959-10-06,M,rep,NY,26,,Democrat,https://higgins.house.gov,2459 Rayburn House Office Building; Washington DC 20515-3226,202-225-3306,,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,01794,N00027060,,1013050,400641,23127,Brian Higgins,,20519,Brian Higgins
Himes,James,1966-07-05,M,rep,CT,4,,Democrat,https://himes.house.gov,1227 Longworth House Office Building; Washington DC 20515-0704,202-225-5541,,http://himes.house.gov/rss.xml,JAHimes,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,01913,N00029070,,1031341,412282,106744,Jim Himes,,20907,Jim Himes
Hirono,Mazie,1947-11-03,F,sen,HI,,1,Democrat,https://www.hirono.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,01844,N00028139,S361,91216,412200,1677,Mazie K. Hirono,,20713,Mazie Hirono
Hoeven,John,1957-03-13,M,sen,ND,,3,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,02079,N00031688,S344,85233,412494,41788,John Hoeven,,41107,John Hoeven
Hoyer,Steny,1939-06-14,M,rep,MD,5,,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building; Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,00566,N00001821,,1919,400189,26890,Steny Hoyer,,14873,Steny Hoyer
Huizenga,Bill,1969-01-31,M,rep,MI,2,,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building; Washington DC 20515-2202,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,02028,N00030673,,1033765,412437,38351,Bill Huizenga,,21142,Bill Huizenga
Hultgren,Randy,1966-03-01,M,rep,IL,14,,Republican,https://hultgren.house.gov,2455 Rayburn House Office Building; Washington DC 20515-1314,202-225-2976,,http://hultgren.house.gov/common/rss//index.cfm?rss=49,RepHultgren,RepHultgren,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,H001059,02015,N00031104,,62575,412422,18199,Randy Hultgren,,21129,Randy Hultgren
Hunter,Duncan,1976-12-07,M,rep,CA,50,,Republican,https://hunter.house.gov,2429 Rayburn House Office Building; Washington DC 20515-0550,202-225-5672,,http://hunter.house.gov/rss.xml,Rep_Hunter,DuncanHunter,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,H001048,01909,N00029258,,1032398,412283,104308,,,20963,Duncan D. Hunter
Isakson,John,1944-12-28,M,sen,GA,,3,Republican,https://www.isakson.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,https://www.isakson.senate.gov/public/index.cfm/email-me,http://www.isakson.senate.gov/public/?a=RSS.Feed,SenatorIsakson,,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ,I000055,01608,N00002593,S305,59135,400194,1721,Johnny Isakson,,29909,Johnny Isakson
Issa,Darrell,1953-11-01,M,rep,CA,49,,Republican,https://issa.house.gov,2269 Rayburn House Office Building; Washington DC 20515-0549,202-225-3906,,http://issa.house.gov/feed/,DarrellIssa,darrellissa,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,I000056,01640,N00007017,,90066,400196,16553,Darrell Issa,,20107,Darrell Issa
Jackson Lee,Sheila,1950-01-12,F,rep,TX,18,,Democrat,https://jacksonlee.house.gov,2187 Rayburn House Office Building; Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,00588,N00005818,,36819,400199,21692,,,29573,Sheila Jackson Lee
Jenkins,Lynn,1963-06-10,F,rep,KS,2,,Republican,https://lynnjenkins.house.gov,1526 Longworth House Office Building; Washington DC 20515-1602,202-225-6601,,http://lynnjenkins.house.gov/common/rss/?rss=220,RepLynnJenkins,replynnjenkins,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,J000290,01921,N00029077,,1030550,412284,18594,Lynn Jenkins,,20915,Lynn Jenkins
Johnson,Bill,1954-11-10,M,rep,OH,6,,Republican,https://billjohnson.house.gov,1710 Longworth House Office Building; Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,02046,N00032088,,623472,412460,120649,Bill Johnson (Ohio),,21162,Bill Johnson (Ohio politician)
Johnson,Eddie,1935-12-03,F,rep,TX,30,,Democrat,https://ebjohnson.house.gov,2468 Rayburn House Office Building; Washington DC 20515-4330,202-225-8885,,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,00599,N00008122,,23352,400204,27098,,,39305,Eddie Bernice Johnson
Johnson,Henry,1954-10-02,M,rep,GA,4,,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building; Washington DC 20515-1004,202-225-1605,,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,J000288,01843,N00027848,,1020576,412199,68070,"Henry C. Johnson, Jr.",,20712,Hank Johnson
Johnson,Ron,1955-04-08,M,sen,WI,,3,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,02086,N00032546,S345,62835,412496,126217,Ron Johnson (Wisconsin),,41111,Ron Johnson (American politician)
Johnson,Sam,1930-10-11,M,rep,TX,3,,Republican,https://samjohnson.house.gov,2304 Rayburn House Office Building; Washington DC 20515-4303,202-225-4201,,http://samjohnson.house.gov/news/rss.aspx,SamsPressShop,RepSamJohnson,RepSamJohnson,UCmzL7gzMX6-bgS9HNt8a8TA,J000174,00603,N00008028,,18711,400206,27079,,,29143,Sam Johnson
Jones,Walter,1943-02-10,M,rep,NC,3,,Republican,https://jones.house.gov,2333 Rayburn House Office Building; Washington DC 20515-3303,202-225-3415,,http://jones.house.gov/rss.xml,RepWalterJones,15083070102,RepWalterJones,UCZdvBD1F5FXAQyJFD2aTiWA,J000255,00612,N00002299,,36693,400209,21785,Walter B. Jones,,29546,Walter B. Jones Jr.
Jordan,Jim,1964-02-17,M,rep,OH,4,,Republican,https://jordan.house.gov,2056 Rayburn House Office Building; Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,J000289,01868,N00027894,,1022879,412226,8158,Jim Jordan,,20738,Jim Jordan (American politician)
Kaptur,Marcy,1946-06-17,F,rep,OH,9,,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building; Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,00616,N00003522,,1458,400211,27016,,,15029,Marcy Kaptur
Keating,William,1952-09-06,M,rep,MA,9,,Democrat,https://keating.house.gov,2351 Rayburn House Office Building; Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,02025,N00031933,,61856,412435,4743,,,21140,Bill Keating (politician)
Kelly,Mike,1948-05-10,M,rep,PA,3,,Republican,https://kelly.house.gov,1707 Longworth House Office Building; Washington DC 20515-3803,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,02051,N00031647,,62696,412465,119463,Mike Kelly,,21167,Mike Kelly (Pennsylvania politician)
Kind,Ron,1963-03-16,M,rep,WI,3,,Democrat,https://kind.house.gov,1502 Longworth House Office Building; Washington DC 20515-4903,202-225-5506,,http://kind.house.gov/common/rss/?rss=52,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,01498,N00004403,,45870,400218,630,Ron Kind,,29769,Ron Kind
King,Peter,1944-04-05,M,rep,NY,2,,Republican,https://peteking.house.gov,339 Cannon House Office Building; Washington DC 20515-3202,202-225-7896,,http://peteking.house.gov/rss.xml,RepPeteKing,,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,K000210,00635,N00001193,,26487,400219,26968,Peter T. King,,29375,Peter T. King
King,Steve,1949-05-28,M,rep,IA,4,,Republican,https://steveking.house.gov,2210 Rayburn House Office Building; Washington DC 20515-1504,202-225-4426,,http://steveking.house.gov/index.php?format=feed&amp;type=rss,SteveKingIA,stevekingia,stevekingia,UCvdJ--cxsVyght3ZDise0mw,K000362,01724,N00025237,,1003590,400220,10853,Steve King,,20325,Steve King
Kinzinger,Adam,1978-02-27,M,rep,IL,16,,Republican,https://kinzinger.house.gov,2245 Rayburn House Office Building; Washington DC 20515-1316,202-225-3635,,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,02014,N00030667,,62573,412421,116559,Adam Kinzinger,,21128,Adam Kinzinger
Labrador,Raúl,1967-12-08,M,rep,ID,1,,Republican,https://labrador.house.gov,1523 Longworth House Office Building; Washington DC 20515-1201,202-225-6611,,http://labrador.house.gov/common/rss//index.cfm?rss=49,Raul_Labrador,raul.r.labrador,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA,L000573,02011,N00031377,,94987,412419,57391,Raul Labrador,,21125,Raúl Labrador
Lamborn,Doug,1954-05-24,M,rep,CO,5,,Republican,https://lamborn.house.gov,2402 Rayburn House Office Building; Washington DC 20515-0605,202-225-4422,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,01834,N00028133,,1022846,412191,2698,Doug Lamborn,,20704,Doug Lamborn
Lance,Leonard,1952-06-25,M,rep,NJ,7,,Republican,https://lance.house.gov,2352 Rayburn House Office Building; Washington DC 20515-3007,202-225-5361,,http://lance.house.gov/rss-button/rss-button/,RepLanceNJ7,CongressmanLance,CongressmanLance,UCASO5iqjLfU4jo8xKKZIq8g,L000567,01936,N00000898,,1031349,412290,4443,,,20929,Leonard Lance
Langevin,James,1964-04-22,M,rep,RI,2,,Democrat,https://langevin.house.gov,2077 Rayburn House Office Building; Washington DC 20515-3902,202-225-2735,,http://langevin.house.gov/rss.xml,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,01668,N00009724,,86608,400230,55787,Jim Langevin,,20136,James Langevin
Lankford,James,1968-03-04,M,sen,OK,,3,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,02050,N00031129,S378,1033847,412464,124938,James Lankford,,21166,James Lankford
Larsen,Rick,1965-06-15,M,rep,WA,2,,Democrat,https://larsen.house.gov,2113 Rayburn House Office Building; Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,01675,N00009759,,86610,400232,56231,,,20145,Rick Larsen
Larson,John,1948-07-22,M,rep,CT,1,,Democrat,https://larson.house.gov,1501 Longworth House Office Building; Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,01583,N00000575,,36596,400233,17188,John B. Larson,,29908,John B. Larson
Latta,Robert,1956-04-18,M,rep,OH,5,,Republican,https://latta.house.gov,2448 Rayburn House Office Building; Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,01885,N00012233,,1028071,412256,9926,Robert E. Latta,,20755,Bob Latta
Leahy,Patrick,1940-03-31,M,sen,VT,,3,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,01383,N00009918,S057,1552,300065,53353,Patrick Leahy,,14307,Patrick Leahy
Lee,Barbara,1946-07-16,F,rep,CA,13,,Democrat,https://lee.house.gov,2267 Rayburn House Office Building; Washington DC 20515-0513,202-225-2661,,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,01501,N00008046,,54579,400237,8315,,,29778,Barbara Lee
Lee,Mike,1971-06-04,M,sen,UT,,3,Republican,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,02080,N00031696,S346,9267977,412495,66395,Mike Lee,,41110,Mike Lee (American politician)
Levin,Sander,1931-09-06,M,rep,MI,9,,Democrat,https://levin.house.gov,1236 Longworth House Office Building; Washington DC 20515-2209,202-225-4961,,http://levin.house.gov/rss.xml,RepSandyLevin,RepSandyLevin,mi12yes,UCkVlSO4vhgPTgWYzY29Z7Gg,L000263,00683,N00003950,,251,400238,26918,Sander Levin,,15033,Sander Levin
Lewis,John,1940-02-21,M,rep,GA,5,,Democrat,https://johnlewis.house.gov,343 Cannon House Office Building; Washington DC 20515-1005,202-225-3801,,http://johnlewis.house.gov/rss.xml,RepJohnLewis,RepJohnLewis,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,L000287,00688,N00002577,,2528,400240,26820,John Lewis (Georgia),,15431,John Lewis (civil rights leader)
Lipinski,Daniel,1966-07-15,M,rep,IL,3,,Democrat,https://lipinski.house.gov,2346 Rayburn House Office Building; Washington DC 20515-1303,202-225-5701,,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,RepLipinski,repdanlipinski,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,L000563,01781,N00027239,,1013046,400630,33692,Daniel Lipinski,,20508,Dan Lipinski
LoBiondo,Frank,1946-05-12,M,rep,NJ,2,,Republican,https://lobiondo.house.gov,2427 Rayburn House Office Building; Washington DC 20515-3002,202-225-6572,,http://lobiondo.house.gov/rss.xml,RepLoBiondo,FrankLoBiondo,USRepFrankLoBiondo,UCXBUOE1MAEUMNIg67sivY9Q,L000554,00699,N00000851,,30867,400244,21890,Frank LoBiondo,,29539,Frank LoBiondo
Loebsack,David,1952-12-23,M,rep,IA,2,,Democrat,https://loebsack.house.gov,1527 Longworth House Office Building; Washington DC 20515-1502,202-225-6576,,http://loebsack.house.gov/news/rss.aspx,DaveLoebsack,DaveLoebsack,congressmanloebsack,UC0biZWEJAKHctxbmXfXJnOg,L000565,01846,N00027741,,1022883,412209,68964,Dave Loebsack,,20720,Dave Loebsack
Lofgren,Zoe,1947-12-21,F,rep,CA,19,,Democrat,https://lofgren.house.gov,1401 Longworth House Office Building; Washington DC 20515-0519,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,00701,N00007479,,36520,400245,21899,Zoe Lofgren,,29504,Zoe Lofgren
Long,Billy,1955-08-11,M,rep,MO,7,,Republican,https://long.house.gov,2454 Rayburn House Office Building; Washington DC 20515-2507,202-225-6536,,http://long.house.gov/common/rss//index.cfm?rss=49,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,02033,N00030676,,61880,412445,123401,,,21150,Billy Long
Lowey,Nita,1937-07-05,F,rep,NY,17,,Democrat,https://lowey.house.gov,2365 Rayburn House Office Building; Washington DC 20515-3217,202-225-6506,,http://www.house.gov/common/rss/?rss=18,NitaLowey,RepLowey,nitalowey,UCkmeBYqhbomcWNNWzQCqcbg,L000480,00709,N00001024,,6110,400246,26982,Nita Lowey,,15612,Nita Lowey
Lucas,Frank,1960-01-06,M,rep,OK,3,,Republican,https://lucas.house.gov,2405 Rayburn House Office Building; Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,00711,N00005559,,35692,400247,27032,Frank D. Lucas,,29393,Frank Lucas (Oklahoma politician)
Luetkemeyer,Blaine,1952-05-07,M,rep,MO,3,,Republican,https://luetkemeyer.house.gov,2230 Rayburn House Office Building; Washington DC 20515-2503,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,RepBlainePress,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,01931,N00030026,,1031348,412292,20400,,,20926,Blaine Luetkemeyer
Luján,Ben,1972-06-07,M,rep,NM,3,,Democrat,https://lujan.house.gov,2231 Rayburn House Office Building; Washington DC 20515-3103,202-225-6190,,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepBenRayLujan,RepBenRayLujan,Repbenraylujan,UCcO5AmF8HuJo4d0awEbst7Q,L000570,01939,N00029562,,1031351,412293,102842,,,20932,Ben Ray Luján
Lynch,Stephen,1955-03-31,M,rep,MA,8,,Democrat,https://lynch.house.gov,2268 Rayburn House Office Building; Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,RepStephenLynch,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,01686,N00013855,,1000222,400249,4844,Stephen Lynch,,20119,Stephen F. Lynch
Maloney,Carolyn,1946-02-19,F,rep,NY,12,,Democrat,https://maloney.house.gov,2308 Rayburn House Office Building; Washington DC 20515-3212,202-225-7944,,http://maloney.house.gov/rss.xml,RepMaloney,RepCarolynMaloney,carolynbmaloney,,M000087,00729,N00000078,,26162,400251,26978,Carolyn B. Maloney,,29379,Carolyn Maloney
Marchant,Kenny,1951-02-23,M,rep,TX,24,,Republican,https://marchant.house.gov,2369 Rayburn House Office Building; Washington DC 20515-4324,202-225-6605,,http://marchant.house.gov/news/rss.aspx,RepKenMarchant,RepKennyMarchant,RepKennyMarchant,UCQpnTMp5TdTRWEes8cjIfyQ,M001158,01806,N00026710,,1013059,400656,5549,,,20532,Kenny Marchant
Marino,Tom,1952-08-15,M,rep,PA,10,,Republican,https://marino.house.gov,2242 Rayburn House Office Building; Washington DC 20515-3810,202-225-3731,,http://marino.house.gov/rss.xml,RepTomMarino,CongressmanMarino,RepMarino,UCL8AvZKY5KuPk0T7G0jv7HA,M001179,02053,N00031777,,95129,412468,119478,Tom Marino,,21170,Tom Marino
Markey,Edward,1946-07-11,M,sen,MA,,2,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,00735,N00000270,S369,260,400253,26900,Ed Markey,,14435,Ed Markey
Matsui,Doris,1944-09-25,F,rep,CA,6,,Democrat,http://matsui.house.gov,2311 Rayburn House Office Building; Washington DC 20515-0506,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,01814,N00027459,,26602,400663,28593,,,20538,Doris Matsui
McCain,John,1936-08-29,M,sen,AZ,,3,Republican,https://www.mccain.senate.gov,218 Russell Senate Office Building Washington DC 20510,202-224-2235,https://www.mccain.senate.gov/public/index.cfm/contact-form,,SenJohnMcCain,johnmccain,SenatorJohnMcCain,UC9IJssXDUaKHzwx6gW4wEoA,M000303,00754,N00006424,S197,7476,300071,53270,John McCain,,15039,John McCain
McCarthy,Kevin,1965-01-26,M,rep,CA,23,,Republican,https://kevinmccarthy.house.gov,2421 Rayburn House Office Building; Washington DC 20515-0523,202-225-2915,,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,GOPLeader,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,01833,N00028152,,85231,412190,28918,Kevin McCarthy (California),,20703,Kevin McCarthy (California politician)
McCaul,Michael,1962-01-14,M,rep,TX,10,,Republican,https://mccaul.house.gov,2001 Rayburn House Office Building; Washington DC 20515-4310,202-225-2401,,,RepMcCaul,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,01804,N00026460,,1013056,400654,49210,Michael McCaul,,20530,Michael McCaul
McClintock,Tom,1956-07-10,M,rep,CA,4,,Republican,https://mcclintock.house.gov,2312 Rayburn House Office Building; Washington DC 20515-0504,202-225-2511,,http://mcclintock.house.gov/atom.xml,RepMcClintock,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,01908,N00006863,,30359,412295,9715,,,20903,Tom McClintock
McCollum,Betty,1954-07-12,F,rep,MN,4,,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building; Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,BettyMcCollum04,repbettymccollum,,,M001143,01653,N00012942,,86670,400259,3812,Betty McCollum,,20122,Betty McCollum
McGovern,James,1959-11-20,M,rep,MA,2,,Democrat,https://mcgovern.house.gov,438 Cannon House Office Building; Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,01504,N00000179,,45976,400263,552,,,29729,Jim McGovern (American politician)
McHenry,Patrick,1975-10-22,M,rep,NC,10,,Republican,https://mchenry.house.gov,2334 Rayburn House Office Building; Washington DC 20515-3310,202-225-2576,,http://mchenry.house.gov/news/rss.aspx,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,01792,N00026627,,1007062,400644,21031,Patrick T. McHenry,,20522,Patrick McHenry
McKinley,David,1947-03-28,M,rep,WV,1,,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building; Washington DC 20515-4801,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,RepMcKinley,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,02074,N00031681,,9269013,412487,117396,David McKinley,,21188,David McKinley
McMorris Rodgers,Cathy,1969-05-22,F,rep,WA,5,,Republican,https://mcmorris.house.gov,1314 Longworth House Office Building; Washington DC 20515-4705,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,01809,N00026314,,1013063,400659,3217,Cathy McMorris Rodgers,,20535,Cathy McMorris Rodgers
McNerney,Jerry,1951-06-18,M,rep,CA,9,,Democrat,https://mcnerney.house.gov,2265 Rayburn House Office Building; Washington DC 20515-0509,202-225-1947,,http://mcnerney.house.gov/rss.xml,RepMcNerney,jerrymcnerney,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,01832,N00026926,,1021667,412189,29474,,,20702,Jerry McNerney
Meehan,Patrick,1955-10-20,M,rep,PA,7,,Republican,https://meehan.house.gov,2305 Rayburn House Office Building; Washington DC 20515-3807,202-225-2011,,http://meehan.house.gov/rss/latest-news.xml,RepMeehan,CongressmanPatrickMeehan,repmeehan,UCfOy3eW-KIg4aI3w_azyY6g,M001181,02052,N00031134,,1033856,412466,119474,Patrick Meehan,,21168,Pat Meehan
Meeks,Gregory,1953-09-25,M,rep,NY,5,,Democrat,https://meeks.house.gov,2234 Rayburn House Office Building; Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,01506,N00001171,,53469,400271,4360,,,29776,Gregory Meeks
Moore,Gwen,1951-04-18,F,rep,WI,4,,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building; Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,01811,N00026914,,42548,400661,3457,Gwen Moore,,20537,Gwen Moore
Moran,Jerry,1954-05-29,M,sen,KS,,3,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,01507,N00005282,S347,45469,400284,542,Jerry Moran,,29722,Jerry Moran
Murkowski,Lisa,1957-05-22,F,sen,AK,,3,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,01694,N00026050,S288,1004138,300075,15841,Lisa Murkowski,,40300,Lisa Murkowski
Murphy,Christopher,1973-08-03,M,sen,CT,,1,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,http://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,senmurphyoffice,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,01837,N00027566,S364,1021270,412194,17189,Christopher S. Murphy,,20707,Chris Murphy (Connecticut politician)
Murray,Patty,1950-10-11,F,sen,WA,,3,Democrat,https://www.murray.senate.gov/public,154 Russell Senate Office Building Washington DC 20510,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,01409,N00007876,S229,25277,300076,53358,Patty Murray,,49308,Patty Murray
